,Input,Action,Asset,Start,End
816,Prenota ufficio A per il giorno 23/02/2025 dalle 23:28 alle 01:28,prenota,ufficio A,2025-02-23T23:28:24.331Z,2025-02-24T01:28:24.331Z
817,Modifica la prenotazione di ufficio B al giorno 25/03/2025 dalle 03:43 alle 11:43,modifica,ufficio B,2025-03-25T03:43:24.331Z,2025-03-25T11:43:24.331Z
818,Cancella la prenotazione di sala meeting per il giorno 09/01/2025 dalle 12:43 alle 20:43,cancella,sala meeting,2025-01-09T12:43:24.331Z,2025-01-09T20:43:24.331Z
819,Cancella la prenotazione di ufficio B per il giorno 23/03/2025 dalle 09:13 alle 15:13,cancella,ufficio B,2025-03-23T09:13:24.331Z,2025-03-23T15:13:24.331Z
820,Modifica la prenotazione di ufficio A al giorno 17/01/2025 dalle 00:43 alle 01:43,modifica,ufficio A,2025-01-17T00:43:24.331Z,2025-01-17T01:43:24.331Z
821,Cancella la prenotazione di sala meeting per il giorno 25/03/2025 dalle 11:58 alle 20:58,cancella,sala meeting,2025-03-25T11:58:24.331Z,2025-03-25T20:58:24.331Z
822,Modifica la prenotazione di sala meeting al giorno 02/04/2025 dalle 00:28 alle 03:28,modifica,sala meeting,2025-04-02T00:28:24.331Z,2025-04-02T03:28:24.331Z
823,Cancella la prenotazione di auditorium per il giorno 24/02/2025 dalle 00:58 alle 10:58,cancella,auditorium,2025-02-24T00:58:24.331Z,2025-02-24T10:58:24.331Z
824,Prenota auditorium per il giorno 18/01/2025 dalle 14:13 alle 18:13,prenota,auditorium,2025-01-18T14:13:24.331Z,2025-01-18T18:13:24.331Z
825,Cancella la prenotazione di desk 40 per il giorno 27/01/2025 dalle 10:58 alle 12:58,cancella,desk 40,2025-01-27T10:58:24.331Z,2025-01-27T12:58:24.331Z
826,Cancella la prenotazione di sala riunioni per il giorno 25/03/2025 dalle 12:28 alle 20:28,cancella,sala riunioni,2025-03-25T12:28:24.331Z,2025-03-25T20:28:24.331Z
827,Cancella la prenotazione di desk 18 per il giorno 19/03/2025 dalle 07:43 alle 15:43,cancella,desk 18,2025-03-19T07:43:24.331Z,2025-03-19T15:43:24.331Z
828,Prenota ufficio B per il giorno 09/01/2025 dalle 08:13 alle 18:13,prenota,ufficio B,2025-01-09T08:13:24.331Z,2025-01-09T18:13:24.331Z
829,Cancella la prenotazione di ufficio B per il giorno 25/01/2025 dalle 10:43 alle 13:43,cancella,ufficio B,2025-01-25T10:43:24.331Z,2025-01-25T13:43:24.331Z
830,Prenota ufficio A per il giorno 28/03/2025 dalle 08:58 alle 17:58,prenota,ufficio A,2025-03-28T08:58:24.331Z,2025-03-28T17:58:24.331Z
831,Cancella la prenotazione di ufficio A per il giorno 21/03/2025 dalle 13:43 alle 18:43,cancella,ufficio A,2025-03-21T13:43:24.331Z,2025-03-21T18:43:24.331Z
832,Cancella la prenotazione di sala meeting per il giorno 09/02/2025 dalle 06:43 alle 09:43,cancella,sala meeting,2025-02-09T06:43:24.331Z,2025-02-09T09:43:24.331Z
833,Cancella la prenotazione di ufficio B per il giorno 02/04/2025 dalle 13:58 alle 22:58,cancella,ufficio B,2025-04-02T13:58:24.331Z,2025-04-02T22:58:24.331Z
834,Cancella la prenotazione di desk 18 per il giorno 14/03/2025 dalle 09:43 alle 13:43,cancella,desk 18,2025-03-14T09:43:24.331Z,2025-03-14T13:43:24.331Z
835,Prenota ufficio B per il giorno 09/02/2025 dalle 09:58 alle 12:58,prenota,ufficio B,2025-02-09T09:58:24.331Z,2025-02-09T12:58:24.331Z
836,Modifica la prenotazione di desk 18 al giorno 25/01/2025 dalle 07:58 alle 09:58,modifica,desk 18,2025-01-25T07:58:24.331Z,2025-01-25T09:58:24.331Z
837,Cancella la prenotazione di ufficio B per il giorno 05/03/2025 dalle 09:13 alle 18:13,cancella,ufficio B,2025-03-05T09:13:24.331Z,2025-03-05T18:13:24.331Z
838,Cancella la prenotazione di desk 40 per il giorno 26/02/2025 dalle 11:28 alle 20:28,cancella,desk 40,2025-02-26T11:28:24.331Z,2025-02-26T20:28:24.331Z
839,Prenota sala riunioni per il giorno 20/02/2025 dalle 01:28 alle 02:28,prenota,sala riunioni,2025-02-20T01:28:24.331Z,2025-02-20T02:28:24.331Z
840,Prenota sala meeting per il giorno 23/01/2025 dalle 03:58 alle 06:58,prenota,sala meeting,2025-01-23T03:58:24.331Z,2025-01-23T06:58:24.331Z
841,Prenota desk 18 per il giorno 09/02/2025 dalle 02:28 alle 08:28,prenota,desk 18,2025-02-09T02:28:24.331Z,2025-02-09T08:28:24.331Z
842,Cancella la prenotazione di sala riunioni per il giorno 22/03/2025 dalle 12:43 alle 21:43,cancella,sala riunioni,2025-03-22T12:43:24.331Z,2025-03-22T21:43:24.331Z
843,Cancella la prenotazione di auditorium per il giorno 09/03/2025 dalle 11:58 alle 12:58,cancella,auditorium,2025-03-09T11:58:24.331Z,2025-03-09T12:58:24.331Z
844,Cancella la prenotazione di ufficio A per il giorno 25/02/2025 dalle 11:58 alle 20:58,cancella,ufficio A,2025-02-25T11:58:24.331Z,2025-02-25T20:58:24.331Z
845,Prenota sala riunioni per il giorno 04/02/2025 dalle 03:13 alle 07:13,prenota,sala riunioni,2025-02-04T03:13:24.331Z,2025-02-04T07:13:24.331Z
846,Modifica la prenotazione di desk 18 al giorno 03/04/2025 dalle 09:58 alle 19:58,modifica,desk 18,2025-04-03T09:58:24.331Z,2025-04-03T19:58:24.331Z
847,Modifica la prenotazione di desk 18 al giorno 21/03/2025 dalle 02:43 alle 07:43,modifica,desk 18,2025-03-21T02:43:24.331Z,2025-03-21T07:43:24.331Z
848,Cancella la prenotazione di auditorium per il giorno 31/03/2025 dalle 00:43 alle 03:43,cancella,auditorium,2025-03-31T00:43:24.331Z,2025-03-31T03:43:24.331Z
849,Modifica la prenotazione di ufficio B al giorno 18/01/2025 dalle 05:28 alle 12:28,modifica,ufficio B,2025-01-18T05:28:24.331Z,2025-01-18T12:28:24.331Z
850,Cancella la prenotazione di ufficio B per il giorno 05/02/2025 dalle 01:43 alle 11:43,cancella,ufficio B,2025-02-05T01:43:24.331Z,2025-02-05T11:43:24.331Z
851,Cancella la prenotazione di sala riunioni per il giorno 14/02/2025 dalle 06:43 alle 07:43,cancella,sala riunioni,2025-02-14T06:43:24.331Z,2025-02-14T07:43:24.331Z
852,Prenota sala meeting per il giorno 19/03/2025 dalle 23:58 alle 07:58,prenota,sala meeting,2025-03-19T23:58:24.331Z,2025-03-20T07:58:24.331Z
853,Modifica la prenotazione di ufficio B al giorno 17/02/2025 dalle 00:58 alle 09:58,modifica,ufficio B,2025-02-17T00:58:24.331Z,2025-02-17T09:58:24.331Z
854,Prenota auditorium per il giorno 10/03/2025 dalle 00:43 alle 07:43,prenota,auditorium,2025-03-10T00:43:24.331Z,2025-03-10T07:43:24.331Z
855,Modifica la prenotazione di ufficio B al giorno 23/02/2025 dalle 00:58 alle 04:58,modifica,ufficio B,2025-02-23T00:58:24.331Z,2025-02-23T04:58:24.331Z
856,Prenota desk 18 per il giorno 14/02/2025 dalle 04:58 alle 09:58,prenota,desk 18,2025-02-14T04:58:24.331Z,2025-02-14T09:58:24.331Z
857,Prenota desk 40 per il giorno 23/03/2025 dalle 08:13 alle 17:13,prenota,desk 40,2025-03-23T08:13:24.331Z,2025-03-23T17:13:24.331Z
858,Modifica la prenotazione di sala riunioni al giorno 17/01/2025 dalle 09:58 alle 17:58,modifica,sala riunioni,2025-01-17T09:58:24.331Z,2025-01-17T17:58:24.331Z
859,Prenota desk 18 per il giorno 22/03/2025 dalle 13:43 alle 14:43,prenota,desk 18,2025-03-22T13:43:24.331Z,2025-03-22T14:43:24.331Z
860,Modifica la prenotazione di sala meeting al giorno 20/02/2025 dalle 13:28 alle 20:28,modifica,sala meeting,2025-02-20T13:28:24.331Z,2025-02-20T20:28:24.331Z
861,Cancella la prenotazione di ufficio B per il giorno 07/02/2025 dalle 23:58 alle 08:58,cancella,ufficio B,2025-02-07T23:58:24.331Z,2025-02-08T08:58:24.331Z
862,Modifica la prenotazione di ufficio A al giorno 05/03/2025 dalle 23:58 alle 03:58,modifica,ufficio A,2025-03-05T23:58:24.331Z,2025-03-06T03:58:24.331Z
863,Cancella la prenotazione di ufficio B per il giorno 13/01/2025 dalle 00:43 alle 09:43,cancella,ufficio B,2025-01-13T00:43:24.331Z,2025-01-13T09:43:24.331Z
864,Modifica la prenotazione di sala riunioni al giorno 24/03/2025 dalle 00:43 alle 04:43,modifica,sala riunioni,2025-03-24T00:43:24.331Z,2025-03-24T04:43:24.331Z
865,Modifica la prenotazione di ufficio A al giorno 16/01/2025 dalle 03:13 alle 05:13,modifica,ufficio A,2025-01-16T03:13:24.331Z,2025-01-16T05:13:24.331Z
866,Modifica la prenotazione di desk 18 al giorno 22/01/2025 dalle 00:13 alle 06:13,modifica,desk 18,2025-01-22T00:13:24.331Z,2025-01-22T06:13:24.331Z
867,Prenota sala riunioni per il giorno 11/01/2025 dalle 23:43 alle 04:43,prenota,sala riunioni,2025-01-11T23:43:24.331Z,2025-01-12T04:43:24.331Z
868,Modifica la prenotazione di sala riunioni al giorno 17/03/2025 dalle 12:43 alle 17:43,modifica,sala riunioni,2025-03-17T12:43:24.331Z,2025-03-17T17:43:24.331Z
869,Cancella la prenotazione di ufficio A per il giorno 01/03/2025 dalle 10:13 alle 17:13,cancella,ufficio A,2025-03-01T10:13:24.331Z,2025-03-01T17:13:24.331Z
870,Cancella la prenotazione di sala riunioni per il giorno 21/02/2025 dalle 09:28 alle 18:28,cancella,sala riunioni,2025-02-21T09:28:24.331Z,2025-02-21T18:28:24.331Z
871,Prenota desk 18 per il giorno 23/03/2025 dalle 00:28 alle 02:28,prenota,desk 18,2025-03-23T00:28:24.331Z,2025-03-23T02:28:24.331Z
872,Cancella la prenotazione di ufficio B per il giorno 16/01/2025 dalle 03:58 alle 13:58,cancella,ufficio B,2025-01-16T03:58:24.331Z,2025-01-16T13:58:24.331Z
873,Prenota sala meeting per il giorno 28/02/2025 dalle 06:13 alle 07:13,prenota,sala meeting,2025-02-28T06:13:24.331Z,2025-02-28T07:13:24.331Z
874,Cancella la prenotazione di auditorium per il giorno 12/03/2025 dalle 02:43 alle 09:43,cancella,auditorium,2025-03-12T02:43:24.331Z,2025-03-12T09:43:24.331Z
875,Modifica la prenotazione di sala meeting al giorno 25/03/2025 dalle 01:58 alle 07:58,modifica,sala meeting,2025-03-25T01:58:24.331Z,2025-03-25T07:58:24.331Z
876,Prenota ufficio B per il giorno 15/03/2025 dalle 01:28 alle 02:28,prenota,ufficio B,2025-03-15T01:28:24.331Z,2025-03-15T02:28:24.331Z
877,Prenota ufficio B per il giorno 20/03/2025 dalle 05:28 alle 10:28,prenota,ufficio B,2025-03-20T05:28:24.331Z,2025-03-20T10:28:24.331Z
878,Prenota desk 18 per il giorno 16/02/2025 dalle 03:13 alle 12:13,prenota,desk 18,2025-02-16T03:13:24.331Z,2025-02-16T12:13:24.331Z
879,Prenota auditorium per il giorno 26/01/2025 dalle 02:58 alle 06:58,prenota,auditorium,2025-01-26T02:58:24.331Z,2025-01-26T06:58:24.331Z
880,Prenota auditorium per il giorno 29/03/2025 dalle 11:28 alle 20:28,prenota,auditorium,2025-03-29T11:28:24.331Z,2025-03-29T20:28:24.331Z
881,Cancella la prenotazione di desk 18 per il giorno 14/03/2025 dalle 00:58 alle 02:58,cancella,desk 18,2025-03-14T00:58:24.331Z,2025-03-14T02:58:24.331Z
882,Cancella la prenotazione di sala riunioni per il giorno 28/01/2025 dalle 11:13 alle 17:13,cancella,sala riunioni,2025-01-28T11:13:24.331Z,2025-01-28T17:13:24.331Z
883,Cancella la prenotazione di auditorium per il giorno 29/03/2025 dalle 09:43 alle 11:43,cancella,auditorium,2025-03-29T09:43:24.331Z,2025-03-29T11:43:24.331Z
884,Cancella la prenotazione di ufficio B per il giorno 11/01/2025 dalle 13:43 alle 19:43,cancella,ufficio B,2025-01-11T13:43:24.331Z,2025-01-11T19:43:24.331Z
885,Cancella la prenotazione di ufficio A per il giorno 14/02/2025 dalle 08:58 alle 18:58,cancella,ufficio A,2025-02-14T08:58:24.331Z,2025-02-14T18:58:24.331Z
886,Prenota ufficio B per il giorno 16/03/2025 dalle 04:58 alle 11:58,prenota,ufficio B,2025-03-16T04:58:24.331Z,2025-03-16T11:58:24.331Z
887,Prenota sala riunioni per il giorno 12/02/2025 dalle 02:43 alle 09:43,prenota,sala riunioni,2025-02-12T02:43:24.331Z,2025-02-12T09:43:24.331Z
888,Cancella la prenotazione di desk 40 per il giorno 18/02/2025 dalle 01:58 alle 09:58,cancella,desk 40,2025-02-18T01:58:24.331Z,2025-02-18T09:58:24.331Z
889,Cancella la prenotazione di ufficio A per il giorno 17/02/2025 dalle 11:58 alle 19:58,cancella,ufficio A,2025-02-17T11:58:24.331Z,2025-02-17T19:58:24.331Z
890,Modifica la prenotazione di sala riunioni al giorno 25/01/2025 dalle 09:28 alle 14:28,modifica,sala riunioni,2025-01-25T09:28:24.331Z,2025-01-25T14:28:24.331Z
891,Prenota ufficio B per il giorno 28/01/2025 dalle 03:28 alle 05:28,prenota,ufficio B,2025-01-28T03:28:24.331Z,2025-01-28T05:28:24.331Z
892,Prenota desk 40 per il giorno 08/03/2025 dalle 09:28 alle 19:28,prenota,desk 40,2025-03-08T09:28:24.331Z,2025-03-08T19:28:24.331Z
893,Modifica la prenotazione di ufficio A al giorno 19/03/2025 dalle 02:28 alle 11:28,modifica,ufficio A,2025-03-19T02:28:24.331Z,2025-03-19T11:28:24.331Z
894,Cancella la prenotazione di ufficio B per il giorno 13/03/2025 dalle 06:43 alle 12:43,cancella,ufficio B,2025-03-13T06:43:24.331Z,2025-03-13T12:43:24.331Z
895,Cancella la prenotazione di auditorium per il giorno 19/03/2025 dalle 10:58 alle 13:58,cancella,auditorium,2025-03-19T10:58:24.331Z,2025-03-19T13:58:24.331Z
896,Cancella la prenotazione di ufficio B per il giorno 09/03/2025 dalle 01:13 alle 07:13,cancella,ufficio B,2025-03-09T01:13:24.331Z,2025-03-09T07:13:24.331Z
897,Modifica la prenotazione di sala riunioni al giorno 28/03/2025 dalle 02:43 alle 11:43,modifica,sala riunioni,2025-03-28T02:43:24.331Z,2025-03-28T11:43:24.331Z
898,Prenota ufficio A per il giorno 23/01/2025 dalle 01:43 alle 09:43,prenota,ufficio A,2025-01-23T01:43:24.331Z,2025-01-23T09:43:24.331Z
899,Cancella la prenotazione di sala riunioni per il giorno 31/01/2025 dalle 12:13 alle 16:13,cancella,sala riunioni,2025-01-31T12:13:24.331Z,2025-01-31T16:13:24.331Z
900,Prenota sala meeting per il giorno 19/02/2025 dalle 02:28 alle 06:28,prenota,sala meeting,2025-02-19T02:28:24.331Z,2025-02-19T06:28:24.331Z
901,Modifica la prenotazione di desk 40 al giorno 18/02/2025 dalle 06:13 alle 14:13,modifica,desk 40,2025-02-18T06:13:24.331Z,2025-02-18T14:13:24.331Z
902,Prenota sala riunioni per il giorno 27/03/2025 dalle 04:28 alle 13:28,prenota,sala riunioni,2025-03-27T04:28:24.331Z,2025-03-27T13:28:24.331Z
903,Modifica la prenotazione di desk 40 al giorno 07/02/2025 dalle 12:58 alle 22:58,modifica,desk 40,2025-02-07T12:58:24.331Z,2025-02-07T22:58:24.331Z
904,Modifica la prenotazione di ufficio B al giorno 25/01/2025 dalle 06:13 alle 12:13,modifica,ufficio B,2025-01-25T06:13:24.331Z,2025-01-25T12:13:24.331Z
905,Modifica la prenotazione di desk 18 al giorno 12/01/2025 dalle 07:58 alle 14:58,modifica,desk 18,2025-01-12T07:58:24.331Z,2025-01-12T14:58:24.331Z
906,Prenota ufficio B per il giorno 23/02/2025 dalle 04:58 alle 12:58,prenota,ufficio B,2025-02-23T04:58:24.331Z,2025-02-23T12:58:24.331Z
907,Cancella la prenotazione di ufficio B per il giorno 03/01/2025 dalle 07:43 alle 15:43,cancella,ufficio B,2025-01-03T07:43:24.331Z,2025-01-03T15:43:24.331Z
908,Prenota auditorium per il giorno 12/01/2025 dalle 07:58 alle 11:58,prenota,auditorium,2025-01-12T07:58:24.331Z,2025-01-12T11:58:24.331Z
909,Prenota auditorium per il giorno 23/01/2025 dalle 04:28 alle 08:28,prenota,auditorium,2025-01-23T04:28:24.331Z,2025-01-23T08:28:24.331Z
910,Cancella la prenotazione di desk 40 per il giorno 14/02/2025 dalle 10:28 alle 18:28,cancella,desk 40,2025-02-14T10:28:24.331Z,2025-02-14T18:28:24.331Z
911,Modifica la prenotazione di ufficio A al giorno 05/03/2025 dalle 02:43 alle 09:43,modifica,ufficio A,2025-03-05T02:43:24.331Z,2025-03-05T09:43:24.331Z
912,Prenota auditorium per il giorno 08/01/2025 dalle 01:43 alle 04:43,prenota,auditorium,2025-01-08T01:43:24.331Z,2025-01-08T04:43:24.331Z
913,Modifica la prenotazione di ufficio B al giorno 08/01/2025 dalle 13:43 alle 14:43,modifica,ufficio B,2025-01-08T13:43:24.331Z,2025-01-08T14:43:24.331Z
914,Prenota sala meeting per il giorno 26/01/2025 dalle 08:13 alle 18:13,prenota,sala meeting,2025-01-26T08:13:24.331Z,2025-01-26T18:13:24.331Z
915,Modifica la prenotazione di desk 18 al giorno 05/01/2025 dalle 13:58 alle 15:58,modifica,desk 18,2025-01-05T13:58:24.331Z,2025-01-05T15:58:24.331Z
916,Prenota ufficio A per il giorno 21/03/2025 dalle 07:13 alle 10:13,prenota,ufficio A,2025-03-21T07:13:24.331Z,2025-03-21T10:13:24.331Z
917,Prenota desk 40 per il giorno 24/02/2025 dalle 08:43 alle 18:43,prenota,desk 40,2025-02-24T08:43:24.331Z,2025-02-24T18:43:24.331Z
918,Prenota ufficio B per il giorno 28/03/2025 dalle 07:58 alle 10:58,prenota,ufficio B,2025-03-28T07:58:24.331Z,2025-03-28T10:58:24.331Z
919,Modifica la prenotazione di desk 18 al giorno 15/02/2025 dalle 14:13 alle 00:13,modifica,desk 18,2025-02-15T14:13:24.331Z,2025-02-16T00:13:24.331Z
920,Modifica la prenotazione di sala riunioni al giorno 01/02/2025 dalle 06:13 alle 09:13,modifica,sala riunioni,2025-02-01T06:13:24.331Z,2025-02-01T09:13:24.331Z
921,Prenota sala riunioni per il giorno 28/01/2025 dalle 08:13 alle 11:13,prenota,sala riunioni,2025-01-28T08:13:24.331Z,2025-01-28T11:13:24.331Z
922,Modifica la prenotazione di sala riunioni al giorno 25/01/2025 dalle 06:28 alle 15:28,modifica,sala riunioni,2025-01-25T06:28:24.331Z,2025-01-25T15:28:24.331Z
923,Modifica la prenotazione di desk 40 al giorno 18/01/2025 dalle 01:13 alle 04:13,modifica,desk 40,2025-01-18T01:13:24.331Z,2025-01-18T04:13:24.331Z
924,Modifica la prenotazione di ufficio B al giorno 03/01/2025 dalle 14:13 alle 23:13,modifica,ufficio B,2025-01-03T14:13:24.331Z,2025-01-03T23:13:24.331Z
925,Cancella la prenotazione di sala meeting per il giorno 08/01/2025 dalle 11:13 alle 15:13,cancella,sala meeting,2025-01-08T11:13:24.331Z,2025-01-08T15:13:24.331Z
926,Cancella la prenotazione di desk 40 per il giorno 20/02/2025 dalle 04:28 alle 11:28,cancella,desk 40,2025-02-20T04:28:24.331Z,2025-02-20T11:28:24.331Z
927,Prenota sala meeting per il giorno 05/03/2025 dalle 11:43 alle 13:43,prenota,sala meeting,2025-03-05T11:43:24.331Z,2025-03-05T13:43:24.331Z
928,Cancella la prenotazione di ufficio B per il giorno 13/03/2025 dalle 05:58 alle 09:58,cancella,ufficio B,2025-03-13T05:58:24.331Z,2025-03-13T09:58:24.331Z
929,Prenota desk 18 per il giorno 03/01/2025 dalle 08:28 alle 17:28,prenota,desk 18,2025-01-03T08:28:24.331Z,2025-01-03T17:28:24.331Z
930,Prenota ufficio A per il giorno 27/03/2025 dalle 02:58 alle 09:58,prenota,ufficio A,2025-03-27T02:58:24.331Z,2025-03-27T09:58:24.331Z
931,Cancella la prenotazione di sala riunioni per il giorno 22/01/2025 dalle 05:58 alle 10:58,cancella,sala riunioni,2025-01-22T05:58:24.331Z,2025-01-22T10:58:24.331Z
932,Modifica la prenotazione di ufficio A al giorno 16/03/2025 dalle 04:58 alle 11:58,modifica,ufficio A,2025-03-16T04:58:24.331Z,2025-03-16T11:58:24.331Z
933,Prenota ufficio A per il giorno 14/03/2025 dalle 12:13 alle 15:13,prenota,ufficio A,2025-03-14T12:13:24.331Z,2025-03-14T15:13:24.331Z
934,Cancella la prenotazione di ufficio B per il giorno 15/03/2025 dalle 06:58 alle 11:58,cancella,ufficio B,2025-03-15T06:58:24.331Z,2025-03-15T11:58:24.331Z
935,Modifica la prenotazione di sala meeting al giorno 03/04/2025 dalle 05:43 alle 07:43,modifica,sala meeting,2025-04-03T05:43:24.331Z,2025-04-03T07:43:24.331Z
936,Modifica la prenotazione di auditorium al giorno 01/03/2025 dalle 11:43 alle 13:43,modifica,auditorium,2025-03-01T11:43:24.331Z,2025-03-01T13:43:24.331Z
937,Prenota ufficio B per il giorno 23/02/2025 dalle 11:58 alle 20:58,prenota,ufficio B,2025-02-23T11:58:24.331Z,2025-02-23T20:58:24.331Z
938,Modifica la prenotazione di desk 18 al giorno 31/03/2025 dalle 10:28 alle 13:28,modifica,desk 18,2025-03-31T10:28:24.331Z,2025-03-31T13:28:24.331Z
939,Cancella la prenotazione di desk 18 per il giorno 03/01/2025 dalle 11:28 alle 14:28,cancella,desk 18,2025-01-03T11:28:24.331Z,2025-01-03T14:28:24.331Z
940,Cancella la prenotazione di ufficio B per il giorno 27/02/2025 dalle 00:28 alle 05:28,cancella,ufficio B,2025-02-27T00:28:24.331Z,2025-02-27T05:28:24.331Z
941,Prenota sala meeting per il giorno 13/01/2025 dalle 08:28 alle 15:28,prenota,sala meeting,2025-01-13T08:28:24.331Z,2025-01-13T15:28:24.331Z
942,Cancella la prenotazione di ufficio B per il giorno 27/03/2025 dalle 07:58 alle 17:58,cancella,ufficio B,2025-03-27T07:58:24.331Z,2025-03-27T17:58:24.331Z
943,Prenota desk 40 per il giorno 25/01/2025 dalle 10:13 alle 18:13,prenota,desk 40,2025-01-25T10:13:24.331Z,2025-01-25T18:13:24.331Z
944,Prenota auditorium per il giorno 28/03/2025 dalle 13:58 alle 17:58,prenota,auditorium,2025-03-28T13:58:24.331Z,2025-03-28T17:58:24.331Z
945,Prenota desk 40 per il giorno 20/03/2025 dalle 07:43 alle 17:43,prenota,desk 40,2025-03-20T07:43:24.331Z,2025-03-20T17:43:24.331Z
946,Prenota desk 18 per il giorno 07/01/2025 dalle 04:43 alle 05:43,prenota,desk 18,2025-01-07T04:43:24.331Z,2025-01-07T05:43:24.331Z
947,Prenota sala riunioni per il giorno 07/02/2025 dalle 12:13 alle 18:13,prenota,sala riunioni,2025-02-07T12:13:24.331Z,2025-02-07T18:13:24.331Z
948,Modifica la prenotazione di ufficio A al giorno 23/02/2025 dalle 08:43 alle 17:43,modifica,ufficio A,2025-02-23T08:43:24.331Z,2025-02-23T17:43:24.331Z
949,Prenota desk 18 per il giorno 03/04/2025 dalle 00:28 alle 09:28,prenota,desk 18,2025-04-03T00:28:24.331Z,2025-04-03T09:28:24.331Z
950,Cancella la prenotazione di desk 18 per il giorno 15/03/2025 dalle 13:58 alle 19:58,cancella,desk 18,2025-03-15T13:58:24.331Z,2025-03-15T19:58:24.331Z
951,Cancella la prenotazione di auditorium per il giorno 21/03/2025 dalle 03:13 alle 10:13,cancella,auditorium,2025-03-21T03:13:24.331Z,2025-03-21T10:13:24.331Z
